url,title,meta_description,keywords,language,language_confidence,languages_detected,multilingual,background_colors,font_family,font_list,cursor_custom,cursor_links,has_gif,gifs,has_buttons,buttons,has_blinkies,blinkies,has_sounds,sounds,visible_text,error,tags_api,tag,created_at,last_updated,platform,has_gradients
https://barometromultimedia.neocities.org,Biblioteca en lÃ­nea,,,es,1,es,FALSE,"white, black",times,times,FALSE,,TRUE,"https://web.archive.org/web/20091026012240/http://www.geocities.com/mmselibrarian/pullcart_library_book_open_md_wht.gif, https://barometromultimedia.neocities.org/anim05.gif, https://barometromultimedia.neocities.org/chile.gif",FALSE,,FALSE,,FALSE,,"Biblioteca en lÃ­nea
Bienvenidos a la Biblioteca en lÃ­nea de BarÃ³metro Multimedia Networks
En este sitio encontrarÃ¡s varios e interesantes documentos que he hecho y recopilado con el pasar de los aÃ±os.
Para acceder, puedes hacer clic en el siguiente listado de materias, ordenadas segÃºn el Sistema Decimal Dewey:
000
Internet y pÃ¡ginas web
020
BibliotecologÃ­a
075
Noticias
090
Gabinete de curiosidades
400
LingÃ¼Ã­stica
647
GuÃ­a de restaurantes y locales
688
Sylvanian Families,
una historia de amor
700
Arte
720
Arquitectura
740
Historietas e ilustraciÃ³n
760
FotografÃ­a
780
MÃºsica
790
Cine y TelevisiÃ³n
800
Cuentos, narrativa y poesÃ­a
983
Chile
Juan ArÃ©valo Figueroa (1935-2023)
Sitios amigos
Libro de visitas
Contacto
Â¡PÃ¡gina 100% chilena!",,,,,05/09/2023 22:17 GMT,Neocities,FALSE
https://inthemeantimewecry.neocities.org,"welcome, dear guest Â°ââ.à³à¿*:ï½¥",,,en,1,en,FALSE,"center, webp, none, png, #ff00ab, no, backgrounds, transparent, #031503, solid, white, repeat, url, #baea35",f_doctor_punk,"f_doctor_punk, helvetica, f_apple_garamond_light, helvetica, f_doctor_punk",TRUE,https://cur.cursors-4u.net/nature/nat-9/nat839.cur,TRUE,https://inthemeantimewecry.neocities.org/edited_gifs/eg_preloader.gif,FALSE,,FALSE,,FALSE,,"welcome, dear guest Â°ââ.à³à¿*:ï½¥
Neko
you have found yourself at the entrance of this garden.
shall we wander inside,
dear guest ?
if so, please reach out for
the key.
let me take you back to my
neocities profile!
congrats !
you are our dearest
visitor number...
hey!!!
you should  not be
seeing this... such a
curious guest you are
w
e
l
c
ome
to
i
n
ThE
mea
n
tim
E
w
e
c
ry's
ga
r
de
n",,"chile, explore, espanol, garden, collage",,01/08/2024 22:14 GMT,10/11/2025 02:37 GMT,Neocities,FALSE
https://day-in-ritas-life.neocities.org,,,,en,1,en,FALSE,,,,FALSE,,TRUE,"https://media.giphy.com/media/9AJ8ojw0bfBlRedFsz/giphy.gif, https://media.giphy.com/media/R1qhSEtsCKybu/giphy.gif",FALSE,,FALSE,,FALSE,,"A Day in Rita's Life
A Look into A World In Which Project Cybersyn Suceeded
Salvadore Allende and Stafford Beer formed a politically tied computing project called
""Project Cybersyn""
in the late 20th Century.  Their goal was to use cybernetics to create a system with the capacity to run a democratically-socialist economy.  In 1973 the military organized a coup to overthrow Allende and ultimately end the Cybersyn Experiment.  With his death, the idea of an economy and state organized and run by cybernetics also ended.  This website contains a short story that investigates and fantasizes a future in which Allende suceeded and Cybersyn led to great advances in technology in Chile.  It follows a little girl named Rita's day in the life in Santiago Chile.  It features self driving cars, holograms, and robotic dogs.
This story was created for my MDST 3500 class
""Histories of the Internet""
and you can find similar stories on our class website
hoos.neocities
Rita's Day",,"technology, chile, dog",,15/04/2020 16:03 GMT,15/04/2020 20:51 GMT,Neocities,FALSE
https://rociospecialplace.neocities.org,^u^!!,,,es,1,es,FALSE,,,,FALSE,,TRUE,"https://baccyflap.com/noai/miniwidget0.gif, https://respiradordemostaza.neocities.org/gif.gif, https://inthemeantimewecry.neocities.org/edited_gifs/eg_my_button.gif, https://i.postimg.cc/ZRN9Mscr/focbutton.gif, https://ridvenge.com/button.gif",TRUE,"https://melody-nomas.neocities.org/img_index/button-88x31.png, https://respiradordemostaza.neocities.org/gif.gif, https://pankesito.neocities.org/button.png, https://files.catbox.moe/gzhw8h.png, https://inthemeantimewecry.neocities.org/edited_gifs/eg_my_button.gif, https://ridvenge.com/button.gif, https://i.ibb.co/mrWyWtnG/boton.png",FALSE,,FALSE,,"^u^!!
Sobre mi
Ensayos
Blog
OCs
Shrines!
Bakugo
Steven Universe
Actualmente Viendo...
My Hero Academia FINAL SEASON!!
Spy x Family
Probablemente Estoy...
Cambiando la Pagina
Dibujando
Tocando La Guitarra
Escuchando...
""Songs"" de Adrianne Lenker
""What you Waiting for"" de Gwen Stefani
""Old friend"" y ""Texas Reznikoff"" de Mitski
Bienvenidx!! esta es mi pagina personal. no funciona bien en celulares
aqui encontraras mi archivo: mis ideas, blogs, ensayos, arte, de todo!! Utilizo esta pagina para guardar mis cositas, y aprender mas sobre como hacerlas :3
mas en profundidad... mi pagina es mi casita del internet, que construi por muchas razones.. revivir este lado de la web, comprartir mi arte, y aprender sobre html y css!! sobre mi arte,, aqui encontraras mis dibujos y ensayos. aunque planeo agregar shrines y blogs!! Bienvenidx :3
Mi Perfil de Neocities
Mi guestbook!
Webrings!
<
?
>
paginas bakanes
Mi Boton
<a href=""https://rociospecialplace.neocities.org/""><img src=""https://i.ibb.co/mrWyWtnG/boton.png""></a>",,"chile, arte, blog, spanish, espanol",,06/02/2025 12:58 GMT,09/11/2025 15:51 GMT,Neocities,FALSE
https://re-esix.neocities.org,RE-ESIX's Site,,,es,"0,714",es | pt | en,FALSE,"white, black",verdana,verdana,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"RE-ESIX's Site
Bienvenido! Soy RE-ESIX!
Mira mi mÃºsica
favorita
No trabajo mucho en esta pÃ¡gina :|
Mis Intereses:
ComputaciÃ³n y sus relativos
Videojuegos
Historia y FilosofÃ­a (no es lo que estudio, pero son de mi interÃ©s)
To learn more HTML/CSS, check out these
tutorials
!",,"videogames, programming, linux, pc, chile",,08/01/2024 02:30 GMT,12/07/2024 23:48 GMT,Neocities,FALSE
https://cidoku.neocities.org,cidoku.net,,,,0,,FALSE,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"cidoku.net
Redirecting...",,"chile, flash, music, links, espanol",,19/02/2022 16:56 GMT,01/11/2025 20:12 GMT,Neocities,FALSE
https://r3tro.neocities.org,JUEGOS RETRO,,,es,1,es,FALSE,,,,FALSE,,TRUE,"https://r3tro.neocities.org/gifs/mario1.gif, https://r3tro.neocities.org/gifs/sonic1.gif, https://r3tro.neocities.org/gifs/megaman1.gif, https://r3tro.neocities.org/gifs/pacman1.gif, https://r3tro.neocities.org/gifs/gaiden.gif, https://r3tro.neocities.org/gifs/mariomilk.gif, https://r3tro.neocities.org/gifs/sonicgamer.gif, https://r3tro.neocities.org/gifs/megaman.gif, https://r3tro.neocities.org/gifs/pacman.gif, https://r3tro.neocities.org/gifs/kirbychill.gif",FALSE,,FALSE,,TRUE,https://lambda.vgmtreasurechest.com/soundtracks/minecraft/jabgboqn/1-20.%20Dog.mp3,"JUEGOS RETRO
JUEGOS R3TRO!!!
Hola hijos de su bella madre, bienvenidos a mi pagina web en donde tengo todo tipo de cosas relacionadas al
retro gaming
. Desde gifs, memes, hasta links a paginas gamer.
Este soy yo
Intereses gamer
ser pro
ser gamer
juegos
ganar en los juegos
ser pro gamer que gana en los juegos
jugar a los juegos mas gamer posibles
MEMES GAMER
-
PAGINAS GAMER
-
POR HACER
-
WEBRINGS
-
LIBRO DE VISITAS
-
TRUCOS GAMER
ERES EL VISITANTE GAMER NUMERO",,"memes, gamer, videogames, chile, retrogaming",,29/04/2025 01:47 GMT,02/11/2025 04:02 GMT,Neocities,FALSE
https://emiemi.neocities.org,emiemi.neocities.org,,,es,1,es,FALSE,"ridge, rgba(255, 255, 255, 0.6), bg, imgs, lavender, burlywood, radial, rgba(0,0,0,0), black, url, gradient, res, rgba(255, 255, 255, 0), white, rgba(255, 255, 255, 1), lo, rgb(255,255,255), elements, rgba(255,255,255,0.6), gif",times,"times new roman, times, serif",TRUE,"https://cur.cursors-4u.net/symbols/sym-5/sym463.cur, https://cur.cursors-4u.net/holidays/hol-1/hol38.cur",TRUE,"https://emiemi.neocities.org/imgs/lo-res/cooltext/aliens.gif, https://emiemi.neocities.org/imgs/lo-res/cooltext/objetos.gif, https://emiemi.neocities.org/imgs/lo-res/cooltext/inex.gif, https://emiemi.neocities.org/imgs/lo-res/cooltext/netart.gif, https://emiemi.neocities.org/imgs/lo-res/cooltext/lamentaciones.gif, https://emiemi.neocities.org/imgs/lo-res/cooltext/dientes.gif, https://emiemi.neocities.org/imgs/lo-res/cooltext/computador.gif, https://emiemi.neocities.org/imgs/lo-res/cooltext/papel.gif, https://emiemi.neocities.org/imgs/lo-res/cooltext/cartones.gif, https://emiemi.neocities.org/imgs/lo-res/cooltext/video.gif, https://emiemi.neocities.org/imgs/lo-res/cooltext/pinturas.gif, https://emiemi.neocities.org/imgs/lo-res/cooltext/artepara.gif",FALSE,,FALSE,,FALSE,,"emiemi.neocities.org
Arte de Emi SepÃºlveda
Enajenamiento, seres extraÃ±os, hostilidades pasivas, extremos materiales.
[sin representaciÃ³n de galerÃ­a] [escrÃ­banme!!!]
(actualizaciones mÃ¡s rÃ¡pidas en) Instagram:
@emiemi.archive
Ãltima actualizaciÃ³n: 9 de octubre de 2025
auch (aliens I)
2025, acrÃ­lico sobre vidrio. 30x42cm.
cumpleaÃ±os (aliens II)
2025, acrÃ­lico y mostacillas
sobre vidrio. 30x40cm.
foto y ediciÃ³n x Quin France
jaula (aliens III)
2025, acrÃ­lico y conchitas de mar
sobre vidrio. 30x40cm.
foto y ediciÃ³n x Quin France
buenas noches (aliens IV)
2025, acrÃ­lico sobre vidrio. 30x40cm.
foto y ediciÃ³n x Quin France
accidente (aliens V)
2025, porcelana frÃ­a y acrÃ­lico sobre vidrio. 30x40cm.
foto y ediciÃ³n x Quin France
vivisecciÃ³n (aliens VI)
2025, acrÃ­lico y porcelana
frÃ­a sobre vidrio. 30x40cm.
foto y ediciÃ³n x Quin France
ovni
2025, acrÃ­lico sobre vidrio. 30cm de diÃ¡metro.
statement
ajedrez blando
2024, porcelana frÃ­a, tinta china, y pigmentos iridescentes. 20x18x4cm.
babyface
2025, cara de muÃ±eca y tornillos. 5x6x2cm.
torta!!!
2025, esmalte al agua y acrÃ­lico. 15cm de diÃ¡metro x15cm de alto.
2024, instalaciÃ³n. Examen de grado.
statement
primeras 3 fotos x Esperanza Romero
xyzxyzxyz.neocities.org
2022, net.art
rat-shift.neocities.org
2024, net.art
lamentaciones
2024, instalaciÃ³n
muerto a la vida, a la muerte vivo
2023, diente, araÃ±a, abeja y caja con bordado
ref.:
PRIMERO SUEÃO,
Sor Juana InÃ©s de la Cruz
la herida se encona con el polvo
2023, diente, araÃ±a, abeja y caja con bordado
ref.:
LA CIUDAD,
Gonzalo MillÃ¡n
computador
2023, acrÃ­lico sobre lienzo sobre computador
vesalius
2023, tÃ©cnica mixta sobre papel
papel con forma de hatsune miku
2023, papel
gato
2025, marcador sobre cartÃ³n. 64x50cm
sagrado corazÃ³n
2024, Ã³leo sobre cartÃ³n. 70x50cm
Rx
2022, collage
polilla
2022, tÃ©cnica mixta
mariposa
2022, tÃ©cnica mixta
bichos
2022, cartÃ³n
Escritorio.MOV
2022, video
otra torta
2025, acrÃ­lico y esmalte al agua sobre vidrio. 30cm de diÃ¡metro.
cisne world
2023, acrÃ­lico sobre lienzo. 41x34cm
Efecto de profundidad I
2023, acrÃ­lico sobre cartÃ³n. 45x60cm.
foto y ediciÃ³n x Quin France
cel
2022, acrÃ­lico sobre cartÃ³n. 52x51cm.
Chef
2022, pintura en aerosol sobre lienzo. 120x100cm.
Estudiante abordando
2022, acrÃ­lico sobre lienzo. 54x194cm.
foto y ediciÃ³n x Quin France
Oferta!!!
2022, esmalte al agua y pintura
en aerosol sobre tela impresa. 150x250cm.
PayasÃ­n
2023, esmalte al agua y
acrÃ­lico sobre cartÃ³n. 60x60cm.
foto y ediciÃ³n x Quin France
Arte abstracto
2022, acrÃ­lico sobre lienzo. 110x115cm.
foto y edicion x Quin France
retrato de Gregor Samsa
DÃ­ptico, parte 1. 2023, acrÃ­lico, esmalte al agua y tinta china sobre lienzo. 70x90cm
retrato de Gregor Samsa
DÃ­ptico, parte 2. 2023, esmalte al agua y tinta china sobre lienzo. 70x90cm
mini composiciÃ³n I
2023, tinta china sobre papel. 15x22cm
mini composiciÃ³n II
2023, tinta china sobre papel. 15x22cm
Para esta instalaciÃ³n he pintado Ã¡ngeles hechos de partes del cuerpo y Ã³rganos de insectos. Me interesa el contraste se lo que se considera sub-humano y de lo supra-humano, de lo divino. En el arte catÃ³lico y cristiano, en parte la base de mi propuesta, los Ã¡ngeles han aparecido con cuerpos humanos, alas, halos, reconocibles como un par salvo por la marca de extraÃ±eza de la divinidad.
Es formalista, cÃ³modo, que la manera de acercarnos al fragmento mensajero de la divinidad sea traerlo hacia lo familiar en vez de tratar de zafarse del ensimismamiento, en vez de acercarse a lo informe, misterioso, abismal que emerge del texto bÃ­blico. Ezequiel describe a los Ã¡ngeles que ve, primero que todo, como un huracÃ¡n, luego como seres vivos, luego como humanos, como tetramorfos que siempre miran al frente: todo frente, toda direcciÃ³n, sin volver la cabeza. Es el intento de describir algo indescriptible, una verdad apareciÃ©ndose en contradicciones superpuestas, inextricables. Los vacÃ­os que deja la descripciÃ³n son el vacÃ­o de una puerta abierta: mÃ¡s importante, incluso, que las palabras que delimitan sus bordes.
He usado a los insectos por el cotidiano desprecio que les tenemos, un desprecio que se balancea entre inconveniencia y la insignificancia; en que sean vidas tan cortas y ajenas que su mero cruce con las nuestras les signifique la muerte. El enajenamiento es el punto en comÃºn con lo divino. El deseo de acercarse a esta existencia ajena es lo que marca la diferencia. Los insectos tienen Ã³rganos, sistemas nerviosos que funcionan con, entre otros compuestos, seratonina y dopamina. Hace dos aÃ±os leÃ­ un artÃ­culo sobre una investigaciÃ³n de la Universidad de Sydney, que en 2019 descubriÃ³ que las moscas sienten dolor crÃ³nico despuÃ©s de una lesiÃ³n, y no me lo he podido sacar de la cabeza desde entonces. Nos relacionamos con violencia a estas criaturas, y se relacionan con violencia entre ellas. Nos relacionamos con violencia entre nosotros. Vivimos en un mundo violento, realidad con la que el texto bÃ­blico libra batalla eterna; envolviÃ©ndola, absorbiÃ©ndola. Un Dios que lo es todo es, necesariamente, la totalidad de esta violencia, al mismo tiempo que es, necesariamente, la oposiciÃ³n a ella.
PictÃ³ricamente, he superpuesto sobre los cuerpos extraÃ±os otras versiones menos extraÃ±as de los mismos. EstÃ¡n los dibujos del Riesencodex de Hildegarda von Bingen, monja y mÃ­stica, cÃ³dice que recopila sus textos e ilustraciones de visiones divinas. Para las formas angelicales estudiÃ© las placas anatÃ³micas del zoÃ³logo Paul Pfurtscheller y tambiÃ©n insectos muertos que he ido recolectando. Para la pintura misma vi la obra de Leonora Carrington, despuÃ©s de haber buscado algÃºn punto medio entre el surrealismo de El Bosco y de Matta. Instalativamente, he dispuesto las pinturas a modo de via crucis y retablo de altar, siguiÃ©ndolos en formato pero cambiÃ¡ndolos en contenido. Es importante seguir lo ritual al tratar con teologÃ­a: las repeticiones son lo que arrastran el significado.
TambiÃ©n he escrito. Se me hace imposible dejar las palabras de lado; son el tejido conector entre la acumulaciÃ³n de historias orales antiquÃ­simas, construidas una sobre otra, siglo sobre siglo, idioma sobre idioma, y la presente obra. Hay nombres de Ã¡ngeles y personas bÃ­blicas en hebreo, arameo, y griego, estÃ¡ el sÃ­mbolo alfa y el omega, el principio y el final. Dios en escritura cuneiforme, en el hebreo ehye âÄÅ¡er âehye, simultÃ¡neamente ""yo serÃ© el que serÃ©"", ""yo estarÃ©"", ""soy el que soy"", ""soy quien existe"", el Nombre, la puerta abierta entre palabras.
Es importante que estos Nombres estÃ©n en la tabla central de la sala. PintÃ© una mano-- la mano metafÃ³rica de Dios-- extendiendo dedos hacia los lados, que se salen de cuadro y se transforman, hacia la izquierda, en SatanÃ¡s atormentando a Job, y hacia la derecha en Gabriel en la escena de AnunciaciÃ³n. Me interesa la participaciÃ³n de SatanÃ¡s como agente de Dios. La nociÃ³n de una caÃ­da, de una separaciÃ³n del cielo, es posterior a la composiciÃ³n de la historia de Job. Ha-satan, el hebreo para SatanÃ¡s, significa el-adversario, el-fiscal, una posiciÃ³n en la corte celestial que no es nada sin el resto de la corte celestial.
Con esta instalaciÃ³n, entonces, busco una manera entre mil maneras de expresar que la violencia y la salvaciÃ³n vienen de un mismo lugar, son parte de la misma cosa, el mismo ser incomprensible y abismal. Repetir, junto con el texto bÃ­blico, que, a pesar de que la magnitud de esta violencia es inabarcable, tambiÃ©n lo es su resistencia, tambiÃ©n lo es todo lo que la precede y la sucede. Que, a pesar de todo, estar vivo es algo que vale la pena.
Add.: No sÃ© quÃ© tan legal es distribuir una memoria de obra escrita para la universidad, pero hay una, y son 40 pgs. Si le interesa, xfavor escrÃ­bame un mail a la direcciÃ³n en ""contacto"".
He aquÃ­ una serie de pinturas de alienÃ­genas pequeÃ±os, aplastados contra vidrios. Son coloridos y completamente miserables. EstÃ¡n, en parte, basados en mi propia inhabilidad como autista de integrarme en el flujo normal de la vida, de ser visto en el mejor de los casos como una curiosidad llamativa y en el peor de los casos como un ser desechable. Materialmente, me interesa llegar los extremos de volumen y densidad que ofrece la pintura acrÃ­lica.
Es mÃ¡s fÃ¡cil ser cruel hacia lo que no se entiende y es imposible entender todo.
Uso las existencias extraÃ±as y ajenas, como los insectos y los alienÃ­genas, como un punto de acceso al acto de navegar el mundo como un agente disidente e inasimilable en comparaciÃ³n a lo humano. AsÃ­, tal vez, despertando simpatÃ­a con toda y cualquier otredad.
No apunto a crear una sensaciÃ³n de familiaridad con lo extraÃ±o. No quiero transferir algunas existencias puntuales del out-group al in-group; busco que la normalidad se deshaga, que la dicotomÃ­a se desmantele. MÃ¡s allÃ¡ de eso, quiero reconocer a quien se siente ajeno y extraÃ±o.",,"chile, retro, arte, art, portfolio",,03/02/2023 05:17 GMT,15/10/2025 18:33 GMT,Neocities,TRUE
https://gatotuerto.neocities.org,Gato Tuerto Records,,,es,1,es,FALSE,"#000, center, #011c27, jpg, lolmarkfisher, #fecee9, repeat, fixed, no, #ffe8f5, transparent, assetts, white, #000000, cover, url",monospace,monospace,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"Gato Tuerto Records
principal texto esto es principal texto esto es principal texto esto es principal texto esto es principal texto esto es principal texto esto es hola sheymn solo uqiero probar bien rÃ¡pido q pasa si nos pasamos del tecxto me imagino q ya tenÃ­as esto previsto asÃ­ q hicciste eso del webkit con el scrbollback pero iugual quiero probar asÃ­ que estoy escribiendo mucho ajajajjajajaj jajajajajjajajajaj bueno me falta un montÃ³n asÃ­ que me voy a poner a copiar y pegar esto jojo oye no tengo ni a menor idea por que no me deja copiar ahora mismo ???? ?q raro bueno en fin te cuento q oy dia juuhuhuhhuh bueno sigo una pagina de jatsune miku o mas bien es un bot que sube albumes de vocaloid no solo de hatsune miku entonces me descague el rar de uno de los albumes y cuando trate de extraerlo me di cuenta que como winrar es una tipo de archivo comprimido propietario no podia extraerlo lol asi q hai quedo eso bueno en fiun crees que sea suficietnte esto ??? si  no lo es en vola puedo hacer esa cosa de aumetar el font no me proo q feo eso mejor no llo hago a ver veamos si esto es suficiente si no lo es pucha q lastima lol ok bueno era casi suficiente á¹ero igual le faltaba un poquito xdxdxd bueno uh no tengo mas que contar lol asi que que tal si me cuentas algo tu cuantdo veas esta parte de codigo gigante que le acabo de aÃ±adir ja apva a ser muy chistoso si es que aun no te has dado cuenta shyemn tkm
texto secundario texto secundariotexto secundariotexto secundariotexto secundariotexto secundario
texto secunadrio dos texto secunadrio dostexto secunadrio dostexto secunadrio dostexto secunadrio dostexto secunadrio dos",,"art, sello, music, chile",,15/10/2021 01:01 GMT,17/11/2021 21:31 GMT,Neocities,FALSE
https://147call.neocities.org,Click to Call,,,,0,,FALSE,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Click to Call,,chile,,09/02/2024 20:00 GMT,09/02/2024 20:06 GMT,Neocities,FALSE
